"sampling_code","day","sample_replicate","test","log_conc","loc","days_since_last_irrigation","hr_harvest_packaging","hr_harvest_arrival","hr_arrival_packaging"
"0322_A","7","1","PC",7.40810223060896,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","7","2","PC",7.40576707850795,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","7","3","PC",7.87940658001599,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","12","1","APC",8.00310961315729,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","12","2","APC",7.56707601589124,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","12","3","APC",7.67633656503482,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","12","1","GN",7.65421900184487,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","12","2","GN",7.29407474382751,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","12","3","GN",7.31416982601685,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","12","1","PC",8.60986472569363,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","12","2","PC",8.24485672115733,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","12","3","PC",8.3882715465352,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","17","1","APC",7.91361717971546,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","17","2","APC",8.09379797619045,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","17","3","APC",7.18251343129375,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","17","1","GN",7.57215852699587,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","17","2","GN",7.78342795427232,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","17","3","GN",6.97839344863783,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","17","1","PC",8.7411300449286,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","17","2","PC",8.91770671713477,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","17","3","PC",8.17743390576448,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","22","1","APC",8.20736709075566,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","22","2","APC",7.91972736036842,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","22","3","APC",7.59321556283113,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","22","1","GN",7.7437229098441,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","22","2","GN",7.62583661284479,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","22","3","GN",7.30658338786779,"AZ",2,241,90.2833333333333,150.716666666667
